YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,NumberOfWindows,Claim,Building_Age,Geo_Code_13201,Geo_Code_13204,Geo_Code_13205,Geo_Code_13206,Geo_Code_13207,Geo_Code_21231,Geo_Code_31555,Geo_Code_33063,Geo_Code_34172,Geo_Code_38185,Geo_Code_42218,Geo_Code_54395,Geo_Code_6083,Geo_Code_6088,Geo_Code_63113,Geo_Code_75116,Geo_Code_83137,Geo_Code_92004,Geo_Code_OTHER,Building_Type_2,Building_Type_3,Building_Type_4,Log_Building_Dimension,Protection_Score
2016,1.0,0,1,0,0,0,891.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.79346613258001,1
2014,1.0,0,1,0,0,0,350.0,3.0,0,74.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.860786223465865,1
2013,1.0,0,1,0,0,0,4862.0,7.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.489410810403786,1
2014,1.0,0,1,0,0,0,2700.0,4.0,1,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.901377353792616,1
2016,1.0,0,1,0,0,0,4400.0,7.0,0,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.38958706681109,1
2014,1.0,0,1,0,0,0,6500.0,8.0,1,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.77971129020447,1
2013,1.0,0,1,0,0,0,1500.0,8.0,1,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.313886831633462,1
2012,0.836065574,0,1,0,0,0,1441.0,4.0,0,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.273786317844895,1
2015,1.0,0,1,0,0,0,1395.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.241366283322318,1
2016,0.99726776,0,1,1,1,1,800.0,4.0,0,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836,3
2013,0.769863014,0,1,1,1,1,320.0,4.0,1,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.771441123130016,3
2012,1.0,0,1,1,1,1,150.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924,3
2014,1.0,0,1,0,0,0,5781.0,2.0,1,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,8.662504922576291,1
2012,1.0,0,0,1,1,1,5781.0,4.0,0,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,8.662504922576291,2
2014,1.0,1,0,1,1,1,4465.0,4.0,1,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,8.404248432400102,2
2016,1.0,1,0,1,1,1,4465.0,4.0,1,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,8.404248432400102,2
2015,0.983561644,0,1,0,0,0,4300.0,2.0,1,37.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,8.366602832783736,1
2013,1.0,0,1,1,1,1,2000.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.601402334583733,3
2014,1.0,0,1,1,1,1,2000.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.601402334583733,3
2013,1.0,0,1,0,0,0,520.0,3.0,0,213.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.255750041753367,1
2014,1.0,0,1,0,0,0,520.0,3.0,0,214.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.255750041753367,1
2012,1.0,0,1,0,0,0,400.0,2.0,1,112.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,5.993961427306569,1
2012,1.0,0,1,1,1,1,600.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.398594934535208,3
2014,0.246575342,0,1,1,1,1,2000.0,4.0,1,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.601402334583733,3
2012,1.0,0,0,1,1,1,1800.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.496097345175956,2
2015,1.0,0,1,1,1,1,1050.0,4.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.957497370876951,3
2016,0.99726776,0,1,1,1,1,1050.0,4.0,0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.957497370876951,3
2013,1.0,0,1,0,0,0,1500.0,4.0,0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.313886831633462,1
2014,1.0,0,1,0,0,0,750.0,3.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.621405651764134,1
2016,0.994535519,0,1,0,0,0,750.0,3.0,0,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.621405651764134,1
2015,1.0,0,1,0,0,0,750.0,1.0,0,37.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.621405651764134,1
2016,0.745901639,0,1,0,0,0,750.0,1.0,0,38.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.621405651764134,1
2014,1.0,1,0,1,1,1,3023.0,4.0,1,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,8.014335737299424,2
2015,0.98630137,1,0,1,1,1,2074.0,4.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.637716432664798,2
2013,0.495890411,0,0,1,1,1,450.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.111467339502679,2
2012,1.0,0,0,1,1,1,2277.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.731053144007127,2
2012,1.0,0,1,0,0,0,380.0,4.0,0,112.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.942799375126701,1
2013,1.0,0,1,0,0,0,380.0,4.0,0,113.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.942799375126701,1
2016,0.99726776,0,1,0,0,0,2064.0,6.0,0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.632885505395133,1
2012,1.0,0,1,0,0,0,400.0,1.0,0,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569,1
2013,1.0,0,1,0,0,0,400.0,1.0,0,83.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569,1
2013,0.791780822,0,1,1,1,1,265.0,4.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.583496308781699,3
2013,1.0,0,1,0,0,0,275.0,2.0,0,73.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.62040086571715,1
2013,0.194520548,0,1,1,1,1,400.0,4.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569,3
2013,1.0,1,1,1,1,1,800.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836,3
2015,0.983561644,1,1,1,1,1,800.0,4.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836,3
2016,0.99726776,1,1,0,0,0,1229.0,2.0,0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.114769448366463,1
2012,1.0,0,1,0,0,0,1435.0,3.0,1,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.269616749608169,1
2012,1.0,1,1,1,1,1,189.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.247024072160486,3
2015,0.983561644,1,1,0,0,0,949.0,4.0,1,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.856461984594587,1
2016,0.967213115,1,1,0,0,0,949.0,4.0,0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.856461984594587,1
2012,1.0,0,1,0,0,0,3817.0,8.0,1,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.247482004285693,1
2013,0.416438356,0,1,1,1,1,770.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.647688373563329,3
2012,1.0,0,1,0,0,0,2016.0,7.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.6093665379542115,1
2012,1.0,1,0,1,1,1,1041.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.948897222313312,2
2014,0.915068493,1,0,1,1,1,1041.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.948897222313312,2
2013,1.0,0,1,1,1,1,1850.0,4.0,1,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.523481312573497,3
2013,0.747945205,0,1,1,1,1,432.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.07073772800249,3
2015,0.953424658,0,1,1,1,1,150.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.017279836814924,3
2016,1.0,0,1,1,1,1,350.0,4.0,0,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.860786223465865,3
2013,0.41369863,0,0,1,1,1,3500.0,4.0,0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.160803920954665,2
2013,1.0,0,1,0,0,0,710.0,5.0,0,63.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.566672429803241,1
2014,1.0,0,1,0,0,0,400.0,3.0,0,94.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569,1
2015,1.0,0,1,0,0,0,400.0,3.0,0,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569,1
2013,1.0,0,0,1,1,1,1800.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.496097345175956,2
2015,1.0,0,0,1,1,1,1800.0,4.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.496097345175956,2
2013,1.0,0,0,1,1,1,300.0,4.0,0,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.707110264748875,2
2014,0.120547945,0,0,1,1,1,3930.0,4.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.27664912542186,2
2012,1.0,0,0,1,1,1,2350.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.762596048540069,2
2015,1.0,0,0,1,1,1,2350.0,4.0,1,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.762596048540069,2
2016,1.0,0,0,1,1,1,420.0,4.0,0,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.042632833682381,2
2012,1.0,0,0,1,1,1,250.0,4.0,1,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.5254529391317835,2
2014,1.0,0,0,1,1,1,15.0,4.0,0,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.772588722239781,2
2015,1.0,0,0,1,1,1,15.0,4.0,0,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.772588722239781,2
2013,1.0,0,0,1,1,1,1700.0,4.0,1,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.438971592395862,2
2013,1.0,0,0,1,1,1,1230.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.115582126184454,2
2013,1.0,0,0,1,1,1,800.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.68586094706836,2
2012,1.0,0,0,1,1,1,930.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.836259277277067,2
2013,1.0,0,0,1,1,1,257.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.552959584921617,2
2014,1.0,0,0,1,1,1,257.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.552959584921617,2
2012,0.0,0,0,1,1,1,3693.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.214465160759186,2
2013,1.0,0,1,0,0,0,4814.0,6.0,1,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.479491324232226,1
2015,0.857534247,0,1,0,0,0,4814.0,6.0,1,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.479491324232226,1
2012,1.0,0,1,0,0,0,1350.0,4.0,0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.208600337960199,1
2013,1.0,0,1,0,0,0,4650.0,5.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.444837529224097,1
2016,1.0,0,1,0,0,0,4650.0,5.0,1,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.444837529224097,1
2015,0.495890411,1,1,0,0,0,2128.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.663407664893479,1
2013,1.0,0,1,0,0,0,2400.0,5.0,1,41.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.783640596221253,1
2013,1.0,0,1,0,0,0,2039.0,4.0,0,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.620705086838262,1
2016,0.99726776,0,1,0,0,0,2039.0,4.0,0,46.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.620705086838262,1
2013,1.0,1,1,0,0,0,1200.0,5.0,1,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.0909098220799835,1
2013,0.747945205,1,1,0,0,0,8000.0,8.0,0,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.987321812850125,1
2014,0.252054795,0,1,0,0,0,1858.0,5.0,0,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.527793987721444,1
2012,1.0,0,1,0,0,0,124.0,4.0,0,162.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.8283137373023015,1
2013,0.802739726,1,0,1,1,1,500.0,4.0,0,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.2166061010848646,2
2012,1.0,0,1,0,0,0,2060.0,3.0,0,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.630946580890459,1
2013,1.0,0,1,0,0,0,630.0,3.0,1,163.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.447305862541213,1
2012,1.0,0,1,1,1,1,700.0,4.0,0,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.55250788703459,3
2014,1.0,1,0,1,1,1,1972.0,4.0,1,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.587310506022615,2
2015,1.0,1,0,1,1,1,1972.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.587310506022615,2
2016,0.99726776,0,1,0,0,0,1675.0,5.0,0,46.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.424165281042028,1
2014,1.0,0,1,0,0,0,1800.0,4.0,0,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.496097345175956,1
2012,1.0,0,0,1,1,1,620.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.431331081933479,2
2012,1.0,0,1,0,0,0,620.0,4.0,0,112.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.431331081933479,1
2014,1.0,0,1,0,0,0,1920.0,6.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.560601162768557,1
2014,1.0,0,1,0,0,0,1540.0,4.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.340186835320115,1
2014,1.0,0,1,0,0,0,1210.0,5.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.099201743553092,1
2015,1.0,0,1,0,0,0,1210.0,5.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.099201743553092,1
2013,1.0,0,0,1,1,1,1215.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.103322062526113,2
2014,1.0,0,0,1,1,1,1215.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.103322062526113,2
2012,1.0,1,1,1,1,1,258.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.556828061699537,3
2016,1.0,1,0,1,1,1,400.0,4.0,0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.993961427306569,2
2014,1.0,0,0,1,1,1,2317.0,4.0,0,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.748460023899697,2
2014,1.0,0,0,1,1,1,3942.0,4.0,1,54.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.279697133877628,2
2016,0.989071038,0,0,1,1,1,3942.0,4.0,0,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.279697133877628,2
2012,1.0,0,0,1,1,1,2791.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.934513463882263,2
2016,0.989071038,0,0,1,1,1,1688.0,4.0,0,56.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.4318919168078,2
2012,1.0,1,0,1,1,1,3758.0,4.0,1,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.231908243564177,2
2015,0.98630137,1,1,0,0,0,850.0,5.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.7464121285733745,1
2013,1.0,0,0,1,1,1,3120.0,4.0,1,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.045908742270779,2
2012,1.0,1,0,1,1,1,3250.0,4.0,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.086717920303906,2
2014,1.0,0,0,1,1,1,910.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.814542897259958,2
2013,1.0,0,0,1,1,1,700.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.55250788703459,2
2015,1.0,0,0,1,1,1,700.0,4.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.55250788703459,2
2016,1.0,0,0,1,1,1,700.0,4.0,0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.55250788703459,2
2014,1.0,0,1,0,0,0,382.0,2.0,0,114.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.948034989180646,1
2014,0.383561644,1,0,1,1,1,4301.0,4.0,1,26.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.366835309827675,2
2012,1.0,1,0,1,1,1,1602.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.3796321526095525,2
2014,1.0,0,0,1,1,1,600.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.398594934535208,2
2015,1.0,0,0,1,1,1,600.0,4.0,0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.398594934535208,2
2013,1.0,0,1,0,0,0,499.0,2.0,0,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.214608098422191,1
2014,1.0,0,1,0,0,0,499.0,2.0,1,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.214608098422191,1
2014,1.0,0,1,0,0,0,400.0,3.0,0,124.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.993961427306569,1
2014,1.0,0,1,0,0,0,530.0,3.0,0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.274762021241939,1
2012,0.967213115,0,1,0,0,0,1000.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.90875477931522,1
2015,1.0,0,1,0,0,0,1920.0,4.0,0,37.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.560601162768557,1
2015,1.0,0,1,0,0,0,2240.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.714677473800927,1
2013,0.0,0,1,1,1,1,9999.0,4.0,1,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.210340371976184,3
2014,0.0,0,1,1,1,1,9999.0,4.0,1,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.210340371976184,3
2015,1.0,0,1,0,0,0,800.0,3.0,0,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836,1
2016,0.99726776,0,1,0,0,0,800.0,3.0,0,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.68586094706836,1
2012,0.163934426,1,0,1,1,1,390.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.968707559985366,2
2013,0.246575342,0,1,0,0,0,310.0,2.0,0,63.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.739792912179234,1
2013,1.0,0,1,1,1,1,693.0,4.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.542471960506805,3
2015,1.0,0,1,1,1,1,693.0,4.0,0,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.542471960506805,3
2014,0.0,0,1,1,1,1,693.0,4.0,0,44.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.542471960506805,3
2012,1.0,0,1,1,1,1,439.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.0867747269123065,3
2013,1.0,0,1,1,1,1,439.0,4.0,0,33.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.0867747269123065,3
2015,0.0,0,1,1,1,1,525.0,4.0,0,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.26530121273771,3
2012,1.0,0,1,1,1,1,1440.0,4.0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.273092595999522,3
2014,1.0,0,1,1,1,1,1440.0,4.0,0,34.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.273092595999522,3
2016,0.24863388,0,1,1,1,1,1440.0,4.0,0,36.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.273092595999522,3
2013,1.0,0,1,0,0,0,5716.0,6.0,0,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.651199471263972,1
2012,1.0,0,1,1,1,1,743.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.612041034833092,3
2013,0.917808219,0,1,1,1,1,743.0,4.0,0,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.612041034833092,3
2012,1.0,0,1,0,0,0,180.0,2.0,0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.198497031265826,1
2013,1.0,1,0,1,1,1,500.0,4.0,0,43.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.2166061010848646,2
2012,1.0,0,0,1,1,1,250.0,4.0,0,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.5254529391317835,2
2015,1.0,1,1,0,0,0,2000.0,4.0,0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.601402334583733,1
